あいだは,0651Q.1xx.24n01
ことにしかなりますれ,1921M.1xc.07s01
ことにしかなりませ,1921M.1xc.14s01
ことにしかなりゃ,1921M.1xc.41n01
ことにしかなる,1921M.1xc.46n01
ことにしかなれ,1921M.1xc.07n01
ことにしかなろ,1921M.1xc.65n01
ことにしちゃい,2401M.1hx.04n01
ことにしちゃいまし,2401M.1hx.04s01
ことにしちゃいます,2401M.1hx.46s01
ことにしちゃいる,2401M.1hx.46n01
ことにして,2401M.1ix.01n01
ことにしてい,2401M.1xx.04n01
ことにしていまし,2401M.1xx.04s01
ことにしています,2401M.1xx.46s01
ことにしていりゃ,2401M.1xx.41n01
ことにしている,2401M.1xx.46n01
ことにしていれ,2401M.1xx.07n01
ことにしてはい,2401M.1xh.04n01
ことにしてはいまし,2401M.1xh.04s01
ことにしてはいます,2401M.1xh.46s01
ことにしてはいりゃ,2401M.1xh.41n01
ことにしてはいる,2401M.1xh.46n01
ことにしてはいれ,2401M.1xh.07n01
ことにしてまし,2401M.1ix.01s01
ことにしてます,2401M.1ix.46s01
ことにしてりゃ,2401M.1ix.41n01
ことにしてる,2401M.1ix.46n01
ことにしてれ,2401M.1ix.07n01
ことにしまし,1861M.1xx.04s01
ことにします,1861M.1xx.46s01
ことにしませ,1861M.1xx.07s01
ことにしろ,1861M.1xx.65n01
ことにすらさ,1861M.1xs.14n01
ことにすらし,1861M.1xs.04n01
ことにすらしまし,1861M.1xs.04s01
ことにすらします,1861M.1xs.46s01
ことにすらしませ,1861M.1xs.07s01
ことにすらしろ,1861M.1xs.65n01
ことにすらすりゃ,1861M.1xs.41n01
ことにすらする,1861M.1xs.46n01
ことにすらすれ,1861M.1xs.12n01
ことにすらせ,1861M.1xs.07n01
ことにすらせい,1861M.1xs.11n01
ことにすらなっ,1921M.1xs.09n01
ことにすらなら,1921M.1xs.14n01
ことにすらなり,1921M.1xs.04n01
ことにすらなりまし,1921M.1xs.04s01
ことにすらなりましょ,1921M.1xs.65s01
ことにすらなります,1921M.1xs.46s01
ことにすらなりますれ,1921M.1xs.07s01
ことにすらなりませ,1921M.1xs.14s01
ことにすらなりゃ,1921M.1xs.41n01
ことにすらなる,1921M.1xs.46n01
ことにすらなれ,1921M.1xs.07n01
ことにすらなろ,1921M.1xs.65n01
ことにすりゃ,1861M.1xx.41n01
ことにする,1861M.1xx.46n01
ことにすれ,1861M.1xx.12n01
ことにせ,1861M.1xx.07n01
ことにせい,1861M.1xx.11n01
ことにだってなっ,1921M.1xq.09n01
ことにだってなら,1921M.1xq.14n01
ことにだってなり,1921M.1xq.04n01
ことにだってなりまし,1921M.1xq.04s01
ことにだってなりましょ,1921M.1xq.65s01
ことにだってなります,1921M.1xq.46s01
ことにだってなりますれ,1921M.1xq.07s01
ことにだってなりませ,1921M.1xq.14s01
ことにだってなりゃ,1921M.1xq.41n01
ことにだってなる,1921M.1xq.46n01
ことにだってなれ,1921M.1xq.07n01
ことにだってなろ,1921M.1xq.65n01
ことになっ,1921M.1xx.09n01
ことになっちゃい,2391M.1hx.04n01
ことになっちゃいまし,2391M.1hx.04s01
ことになっちゃいます,2391M.1hx.46s01
ことになっちゃいる,2391M.1hx.46n01
ことになって,2391M.1ix.01n01
ことになってい,2391M.1xx.04n01
ことになっていまし,2391M.1xx.04s01
ことになっています,2391M.1xx.46s01
ことになっていりゃ,2391M.1xx.41n01
ことになっている,2391M.1xx.46n01
ことになっていれ,2391M.1xx.07n01
ことになってはい,2391M.1xh.04n01
ことになってはいまし,2391M.1xh.04s01
ことになってはいます,2391M.1xh.46s01
ことになってはいりゃ,2391M.1xh.41n01
ことになってはいる,2391M.1xh.46n01
ことになってはいれ,2391M.1xh.07n01
ことになってまし,2391M.1ix.01s01
ことになってます,2391M.1ix.46s01
ことになってりゃ,2391M.1ix.41n01
ことになってる,2391M.1ix.46n01
ことになってれ,2391M.1ix.07n01
ことになどさ,1861M.1xn.14n01
ことになどし,1861M.1xn.04n01
ことになどしまし,1861M.1xn.04s01
ことになどします,1861M.1xn.46s01
ことになどしませ,1861M.1xn.07s01
ことになどしろ,1861M.1xn.65n01
ことになどすりゃ,1861M.1xn.41n01
ことになどする,1861M.1xn.46n01
ことになどすれ,1861M.1xn.12n01
ことになどせ,1861M.1xn.07n01
ことになどせい,1861M.1xn.11n01
ことになどなっ,1921M.1xn.09n01
ことになどなら,1921M.1xn.14n01
ことになどなり,1921M.1xn.04n01
ことになどなりまし,1921M.1xn.04s01
ことになどなりましょ,1921M.1xn.65s01
ことになどなります,1921M.1xn.46s01
ことになどなりますれ,1921M.1xn.07s01
ことになどなりませ,1921M.1xn.14s01
ことになどなりゃ,1921M.1xn.41n01
ことになどなる,1921M.1xn.46n01
ことになどなれ,1921M.1xn.07n01
ことになどなろ,1921M.1xn.65n01
ことになら,1921M.1xx.14n01
ことになり,1921M.1xx.04n01
ことになりまし,1921M.1xx.04s01
ことになりましょ,1921M.1xx.65s01
ことになります,1921M.1xx.46s01
ことになりますれ,1921M.1xx.07s01
ことになりませ,1921M.1xx.14s01
ことになりゃ,1921M.1xx.41n01
ことになる,1921M.1xx.46n01
ことになれ,1921M.1xx.07n01
ことになろ,1921M.1xx.65n01
ことになんかなっ,1921M.1xg.09n01
ことになんかなら,1921M.1xg.14n01
ことになんかなり,1921M.1xg.04n01
ことになんかなりまし,1921M.1xg.04s01
ことになんかなりましょ,1921M.1xg.65s01
ことになんかなります,1921M.1xg.46s01
ことになんかなりますれ,1921M.1xg.07s01
ことになんかなりませ,1921M.1xg.14s01
ことになんかなりゃ,1921M.1xg.41n01
ことになんかなる,1921M.1xg.46n01
ことになんかなれ,1921M.1xg.07n01
ことになんかなろ,1921M.1xg.65n01
ことにはさ,1861M.1xh.14n01
ことにはし,1861M.1xh.04n01
ことにはしまし,1861M.1xh.04s01
ことにはします,1861M.1xh.46s01
ことにはしませ,1861M.1xh.07s01
ことにはしろ,1861M.1xh.65n01
ことにはすりゃ,1861M.1xh.41n01
ことにはする,1861M.1xh.46n01
ことにはすれ,1861M.1xh.12n01
ことにはせ,1861M.1xh.07n01
ことにはせい,1861M.1xh.11n01
ことにはなっ,1921M.1xh.09n01
ことにはなら,1921M.1xh.14n01
ことにはなり,1921M.1xh.04n01
ことにはなりまし,1921M.1xh.04s01
ことにはなりましょ,1921M.1xh.65s01
ことにはなります,1921M.1xh.46s01
ことにはなりますれ,1921M.1xh.07s01
ことにはなりませ,1921M.1xh.14s01
ことにはなりゃ,1921M.1xh.41n01
ことにはなる,1921M.1xh.46n01
ことにはなれ,1921M.1xh.07n01
ことにはなろ,1921M.1xh.65n01
ことにもなっ,1921M.1xm.09n01
ことにもなら,1921M.1xm.14n01
ことにもなり,1921M.1xm.04n01
ことにもなりまし,1921M.1xm.04s01
ことにもなりましょ,1921M.1xm.65s01
ことにもなります,1921M.1xm.46s01
ことにもなりますれ,1921M.1xm.07s01
ことにもなりませ,1921M.1xm.14s01
ことにもなりゃ,1921M.1xm.41n01
ことにもなる,1921M.1xm.46n01
ことにもなれ,1921M.1xm.07n01
ことにもなろ,1921M.1xm.65n01
ことにゃ,2661T.1hx.75n01
ことにゃなっ,1921M.1hx.09n01
ことにゃなら,1921M.1hx.14n01
ことにゃなり,1921M.1hx.04n01
ことにゃなりまし,1921M.1hx.04s01
ことにゃなります,1921M.1hx.46s01
ことにゃなりませ,1921M.1hx.14s01
ことにゃなる,1921M.1hx.46n01
ことのでき,1751M.2xx.04n01
ことのできまし,1751M.2xx.04s01
ことのできます,1751M.2xx.46s01
ことのできる,1751M.2xx.46n01
ことのみいかん,1511M.2xi.76n01
ことのみいけず,1511M.2xi.16n01
ことのみいけない,1511M.2xi.04n01
ことのみいけないです,1511M.2xi.04s01
ことのみいけなかっ,1511M.2xi.09n01
ことのみいけなき,1511M.2xi.59n01
ことのみいけなく,1511M.2xi.46n01
ことのみいけなくっ,1511M.2xi.49n01
ことのみいけぬ,1511M.2xi.61n01
ことのみいけねえ,1511M.2xi.55n01
ことのみいけのう,1511M.2xi.52n01
ことのみいけませぬ,1511M.2xi.61s01
ことのみいけません,1511M.2xi.63s01
ことのみいけん,1511M.2xi.63n01
ことのみでき,1751M.1xi.04n01
ことのみできまし,1751M.1xi.04s01
ことのみできます,1751M.1xi.46s01
ことのみできますれ,1751M.1xi.07s01
ことのみできりゃ,1751M.1xi.41n01
ことのみできる,1751M.1xi.46n01
ことのみできれ,1751M.1xi.07n01
ことのみできろ,1751M.1xi.65n01
ことのみならず,1521M.2xi.16n01
ことのみならない,1521M.2xi.04n01
ことのみならないです,1521M.2xi.04s01
ことのみならなかっ,1521M.2xi.09n01
ことのみならなき,1521M.2xi.59n01
ことのみならなく,1521M.2xi.46n01
ことのみならなくっ,1521M.2xi.49n01
ことのみならぬ,1521M.2xi.61n01
ことのみならねえ,1521M.2xi.55n01
ことのみならん,1521M.2xi.63n01
ことのみなりませぬ,1521M.2xi.61s01
ことのみなりません,1521M.2xi.63s01
ことのみ出来,1751M.1xi.04n02
ことのみ出来まし,1751M.1xi.04s02
ことのみ出来ます,1751M.1xi.46s02
ことのみ出来ますれ,1751M.1xi.07s02
ことのみ出来りゃ,1751M.1xi.41n02
ことのみ出来る,1751M.1xi.46n02
ことのみ出来れ,1751M.1xi.07n02
ことのみ出来ろ,1751M.1xi.65n02
ことの出来,1751M.2xx.04n02
ことの出来まし,1751M.2xx.04s02
ことの出来ます,1751M.2xx.46s02
ことの出来る,1751M.2xx.46n02
ことは,2691T.1xx.24n01
ことはいかん,1511M.2xx.76n01
ことはいけず,1511M.2xx.16n01
ことはいけない,1511M.2xx.04n01
ことはいけないです,1511M.2xx.04s01
ことはいけなかっ,1511M.2xx.09n01
ことはいけなき,1511M.2xx.59n01
ことはいけなく,1511M.2xx.46n01
ことはいけなくっ,1511M.2xx.49n01
ことはいけぬ,1511M.2xx.61n01
ことはいけねえ,1511M.2xx.55n01
ことはいけのう,1511M.2xx.52n01
ことはいけませぬ,1511M.2xx.61s01
ことはいけません,1511M.2xx.63s01
ことはいけん,1511M.2xx.63n01
ことはでき,1751M.1xh.04n01
ことはできまし,1751M.1xh.04s01
ことはできます,1751M.1xh.46s01
ことはできますれ,1751M.1xh.07s01
ことはできりゃ,1751M.1xh.41n01
ことはできる,1751M.1xh.46n01
ことはできれ,1751M.1xh.07n01
ことはできろ,1751M.1xh.65n01
ことはない,1711M.1xx.04n01
ことはないです,1711M.1xx.04s01
ことはなかっ,1711M.1xx.09n01
ことはなかろ,1711M.1xx.65n01
ことはなく,1711M.1xx.46n01
ことはなくっ,1711M.1xx.49n01
ことはならず,1521M.2xx.16n01
ことはならない,1521M.2xx.04n01
ことはならないです,1521M.2xx.04s01
ことはならなかっ,1521M.2xx.09n01
ことはならなき,1521M.2xx.59n01
ことはならなく,1521M.2xx.46n01
ことはならなくっ,1521M.2xx.49n01
ことはならぬ,1521M.2xx.61n01
ことはならねえ,1521M.2xx.55n01
ことはならん,1521M.2xx.63n01
ことはなりませぬ,1521M.2xx.61s01
ことはなりません,1521M.2xx.63s01
ことはねえ,1711M.1xx.55n01
ことはのう,1711M.1xx.52n01
ことは出来,1751M.1xh.04n02
ことは出来まし,1751M.1xh.04s02
ことは出来ます,1751M.1xh.46s02
ことは出来ますれ,1751M.1xh.07s02
ことは出来りゃ,1751M.1xh.41n02
ことは出来る,1751M.1xh.46n02
ことは出来れ,1751M.1xh.07n02
ことは出来ろ,1751M.1xh.65n02
ことまでいかん,1511M.2xa.76n01
ことまでいけず,1511M.2xa.16n01
ことまでいけない,1511M.2xa.04n01
ことまでいけないです,1511M.2xa.04s01
ことまでいけなかっ,1511M.2xa.09n01
ことまでいけなき,1511M.2xa.59n01
ことまでいけなく,1511M.2xa.46n01
ことまでいけなくっ,1511M.2xa.49n01
ことまでいけぬ,1511M.2xa.61n01
ことまでいけねえ,1511M.2xa.55n01
ことまでいけのう,1511M.2xa.52n01
ことまでいけませぬ,1511M.2xa.61s01
ことまでいけません,1511M.2xa.63s01
ことまでいけん,1511M.2xa.63n01
ことまででき,1751M.1xa.04n01
ことまでできまし,1751M.1xa.04s01
ことまでできます,1751M.1xa.46s01
ことまでできますれ,1751M.1xa.07s01
ことまでできりゃ,1751M.1xa.41n01
ことまでできる,1751M.1xa.46n01
ことまでできれ,1751M.1xa.07n01
ことまでできろ,1751M.1xa.65n01
ことまでならず,1521M.2xa.16n01
ことまでならない,1521M.2xa.04n01
ことまでならないです,1521M.2xa.04s01
ことまでならなかっ,1521M.2xa.09n01
ことまでならなき,1521M.2xa.59n01
ことまでならなく,1521M.2xa.46n01
ことまでならなくっ,1521M.2xa.49n01
ことまでならぬ,1521M.2xa.61n01
ことまでならねえ,1521M.2xa.55n01
ことまでならん,1521M.2xa.63n01
ことまでなりませぬ,1521M.2xa.61s01
ことまでなりません,1521M.2xa.63s01
ことまで出来,1751M.1xa.04n02
ことまで出来まし,1751M.1xa.04s02
ことまで出来ます,1751M.1xa.46s02
ことまで出来ますれ,1751M.1xa.07s02
ことまで出来りゃ,1751M.1xa.41n02
ことまで出来る,1751M.1xa.46n02
ことまで出来れ,1751M.1xa.07n02
ことまで出来ろ,1751M.1xa.65n02
こともいかん,1511M.2xm.76n01
こともいけず,1511M.2xm.16n01
こともいけない,1511M.2xm.04n01
こともいけないです,1511M.2xm.04s01
こともいけなかっ,1511M.2xm.09n01
こともいけなき,1511M.2xm.59n01
こともいけなく,1511M.2xm.46n01
こともいけなくっ,1511M.2xm.49n01
こともいけぬ,1511M.2xm.61n01
こともいけねえ,1511M.2xm.55n01
こともいけのう,1511M.2xm.52n01
こともいけませぬ,1511M.2xm.61s01
こともいけません,1511M.2xm.63s01
こともいけん,1511M.2xm.63n01
こともでき,1751M.1xm.04n01
こともできまし,1751M.1xm.04s01
こともできます,1751M.1xm.46s01
こともできますれ,1751M.1xm.07s01
こともできりゃ,1751M.1xm.41n01
こともできる,1751M.1xm.46n01
こともできれ,1751M.1xm.07n01
こともできろ,1751M.1xm.65n01
こともない,1711M.1xm.04n01
こともないです,1711M.1xm.04s01
こともなかっ,1711M.1xm.09n01
こともなかろ,1711M.1xm.65n01
こともなく,1711M.1xm.46n01
こともなくっ,1711M.1xm.49n01
こともならず,1521M.2xm.16n01
こともならず,1791M.1xx.16n01
こともならない,1521M.2xm.04n01
こともならない,1791M.1xx.04n01
こともならないです,1521M.2xm.04s01
こともならないです,1791M.1xx.04s01
こともならなかっ,1521M.2xm.09n01
こともならなかっ,1791M.1xx.09n01
こともならなき,1521M.2xm.59n01
こともならなく,1521M.2xm.46n01
こともならなく,1791M.1xx.46n01
こともならなくっ,1521M.2xm.49n01
こともならなくっ,1791M.1xx.49n01
こともならぬ,1521M.2xm.61n01
こともならねえ,1521M.2xm.55n01
こともならねえ,1791M.1xx.55n01
こともならん,1521M.2xm.63n01
こともならん,1791M.1xx.63n01
こともなりませぬ,1521M.2xm.61s01
こともなりません,1521M.2xm.63s01
こともなりません,1791M.1xx.63s01
こともねえ,1711M.1xm.55n01
ことものう,1711M.1xm.52n01
ことも出来,1751M.1xm.04n02
ことも出来まし,1751M.1xm.04s02
ことも出来ます,1751M.1xm.46s02
ことも出来ますれ,1751M.1xm.07s02
ことも出来りゃ,1751M.1xm.41n02
ことも出来る,1751M.1xm.46n02
ことも出来れ,1751M.1xm.07n02
ことも出来ろ,1751M.1xm.65n02
こと出来,1751M.1gx.04n02
こと出来まし,1751M.1gx.04s02
こと出来ます,1751M.1gx.46s02
こと出来ますれ,1751M.1gx.07s02
こと出来りゃ,1751M.1gx.41n02
こと出来る,1751M.1gx.46n02
こと出来れ,1751M.1gx.07n02
こと出来ろ,1751M.1gx.65n02
さい,2951P.2xx.68n01
さいに,2951P.1xx.74n01
さいにゃ,2951P.1hx.75n01
さえ,3041T.1xx.72n01
ざるもえず,2301M.1xm.16n01
ざるもえない,2301M.1xm.04n01
ざるもえないです,2301M.1xm.04s01
ざるもえなかっ,2301M.1xm.09n01
ざるもえなく,2301M.1xm.46n01
ざるもえなくっ,2301M.1xm.49n01
ざるもえなけれ,2301M.1xm.07n01
ざるもえぬ,2301M.1xm.61n01
ざるもえねえ,2301M.1xm.55n01
ざるもえません,2301M.1xm.63s01
ざるもえん,2301M.1xm.63n01
ざるも得ず,2301M.1xm.16n02
ざるも得ない,2301M.1xm.04n02
ざるも得ないです,2301M.1xm.04s02
ざるも得なかっ,2301M.1xm.09n02
ざるも得なく,2301M.1xm.46n02
ざるも得なくっ,2301M.1xm.49n02
ざるも得なけれ,2301M.1xm.07n02
ざるも得ぬ,2301M.1xm.61n02
ざるも得ねえ,2301M.1xm.55n02
ざるも得ません,2301M.1xm.63s02
ざるも得ん,2301M.1xm.63n02
ざるをえず,2301M.1xx.16n01
ざるをえない,2301M.1xx.04n01
ざるをえないです,2301M.1xx.04s01
ざるをえなかっ,2301M.1xx.09n01
ざるをえなく,2301M.1xx.46n01
ざるをえなくっ,2301M.1xx.49n01
ざるをえなけれ,2301M.1xx.07n01
ざるをえぬ,2301M.1xx.61n01
ざるをえねえ,2301M.1xx.55n01
ざるをえません,2301M.1xx.63s01
ざるをえん,2301M.1xx.63n01
ざるを得ず,2301M.1xx.16n02
ざるを得ない,2301M.1xx.04n02
ざるを得ないです,2301M.1xx.04s02
ざるを得なかっ,2301M.1xx.09n02
ざるを得なく,2301M.1xx.46n02
ざるを得なくっ,2301M.1xx.49n02
ざるを得なけれ,2301M.1xx.07n02
ざるを得ぬ,2301M.1xx.61n02
ざるを得ねえ,2301M.1xx.55n02
ざるを得ません,2301M.1xx.63s02
ざるを得ん,2301M.1xx.63n02
し,0751M.1xx.03n01
し,0751Q.1xx.03n01
し,0752Q.1xx.03n01
しか,3081T.1xx.72n01
しかない,3221M.1xx.04n01
しかないです,3221M.1xx.04s01
しかなかっ,3221M.1xx.09n01
しかなかろ,3221M.1xx.65n01
しかなきゃ,3221M.1xx.39n01
しかなく,3221M.1xx.46n01
しかなくっ,3221M.1xx.49n01
しかなけりゃ,3221M.1xx.41n01
しかなけれ,3221M.1xx.07n01
しかねえ,3221M.1xx.55n01
しかのう,3221M.1xx.52n01
じまい,1451M.1Cx.04n01
じまいまし,1451M.1Cx.04s01
じまいましょ,1451M.1Cx.65s01
じまいます,1451M.1Cx.46s01
じまいませ,1451M.1Cx.14s01
じまう,1451M.1Cx.46n01
じまえ,1451M.1Cx.07n01
じまお,1451M.1Cx.65n01
じまっ,1451M.1Cx.09n01
じまわ,1451M.1Cx.14n01
じゃ,0621Q.1Hx.35n01
じゃ,0622Q.1Hx.35n01
じゃ,0623Q.1Hx.35n01
じゃ,3201M.1xx.35n01
じゃい,1351M.1Hx.04n01
じゃい,1451M.1Jx.04n01
じゃいかが,2131M.1Hx.69n01
じゃいかん,1511M.1Hx.76n01
じゃいけず,1511M.1Hx.16n01
じゃいけない,1511M.1Hx.04n01
じゃいけないです,1511M.1Hx.04s01
じゃいけなかっ,1511M.1Hx.09n01
じゃいけなき,1511M.1Hx.59n01
じゃいけなく,1511M.1Hx.46n01
じゃいけなくっ,1511M.1Hx.49n01
じゃいけなけりゃ,1511M.1Hx.41n01
じゃいけなけれ,1511M.1Hx.07n01
じゃいけぬ,1511M.1Hx.61n01
じゃいけねえ,1511M.1Hx.55n01
じゃいけのう,1511M.1Hx.52n01
じゃいけませぬ,1511M.1Hx.61s01
じゃいけません,1511M.1Hx.63s01
じゃいけん,1511M.1Hx.63n01
じゃいただけないか,2231M.2Hx.29n01
じゃいただけないだろうか,2231M.3Hx.29n01
